0.89		-0.85
0.79		-0.78
0.70		-0.70
0.64		-0.64
0.58		-0.58
0.53		-0.53
0.50		-0.49
0.46		-0.45
0.43		-0.43
0.40		-0.40
0.38		-0.38
0.36		-0.35
0.34		-0.34
0.33		-0.33
0.31		-0.31
0.30		-0.30
0.28		-0.29
0.27		-0.28
0.26		-0.26
0.25		-0.25
0.24		-0.24
0.23		-0.23
0.23		-0.21
0.22		-0.21
0.21		-0.20
0.21		-0.20
0.20		-0.19
0.19		-0.19
0.19		-0.19
0.18		-0.18
